Cycle, Iteration, PacketSize, B, C, R_last
25 , 9 , 4300 , 45 , 4491 , 4300
25 , 10 , 4300 , 44 , 5723 , 4300
25 , 11 , 4300 , 43 , 5488 , 4300
25 , 12 , 4300 , 43 , 4359 , 4300
25 , 13 , 4300 , 44 , 4386 , 4300
25 , 14 , 4300 , 44 , 3986 , 4300
25 , 15 , 4300 , 43 , 5244 , 4300
25 , 16 , 4300 , 43 , 5208 , 4300
25 , 17 , 4300 , 44 , 4560 , 4300
25 , 18 , 4300 , 44 , 5130 , 4300
25 , 19 , 4300 , 44 , 4708 , 4300
25 , 20 , 4300 , 43 , 4075 , 4300
25 , 21 , 4300 , 43 , 2617 , 4300
25 , 22 , 4300 , 42 , 2961 , 4300
25 , 23 , 4300 , 41 , 4268 , 4300
25 , 24 , 4300 , 41 , 3460 , 4300
25 , 25 , 4300 , 41 , 4110 , 4300
25 , 26 , 4300 , 41 , 5444 , 4300
25 , 27 , 4300 , 40 , 5344 , 4300
25 , 28 , 4300 , 40 , 4396 , 4300
25 , 29 , 4300 , 40 , 3504 , 4300
25 , 30 , 4300 , 39 , 4923 , 4300
25 , 31 , 4300 , 40 , 5806 , 4300
25 , 32 , 4300 , 39 , 4307 , 4300
25 , 33 , 4300 , 39 , 3249 , 4300
25 , 34 , 4300 , 40 , 3854 , 4300
25 , 35 , 4300 , 40 , 2465 , 4300
25 , 36 , 4300 , 40 , 2426 , 4300
25 , 37 , 4300 , 41 , 3105 , 4300
25 , 38 , 4300 , 41 , 2290 , 4300
25 , 39 , 4300 , 41 , 1018 , 4300
25 , 40 , 4300 , 42 , 2275 , 4300
25 , 41 , 4300 , 42 , 2114 , 4300
25 , 42 , 4300 , 43 , 2518 , 4300
25 , 43 , 4300 , 44 , 1732 , 4300
25 , 44 , 4300 , 45 , 2858 , 4300
25 , 45 , 4300 , 45 , 2197 , 4300
25 , 46 , 4300 , 45 , 713 , 4300
25 , 47 , 4300 , 45 , 200 , 4300
25 , 48 , 4300 , 45 , 273 , 4300
25 , 49 , 4300 , 45 , 232 , 4300
25 , 50 , 4300 , 45 , 978 , 4300
25 , 51 , 4300 , 46 , 1586 , 4300
25 , 52 , 4300 , 46 , 1177 , 4300
25 , 53 , 4300 , 46 , 526 , 4300
25 , 54 , 4300 , 46 , 1613 , 4300
25 , 55 , 4300 , 46 , 1075 , 4300
25 , 56 , 4300 , 47 , 1422 , 4300
25 , 57 , 4300 , 47 , 1316 , 4300
25 , 58 , 4300 , 47 , 304 , 4300
25 , 59 , 4300 , 47 , 200 , 4300
25 , 60 , 4300 , 47 , 588 , 4300
25 , 61 , 4300 , 46 , 593 , 4300
25 , 62 , 4300 , 46 , 200 , 4300
25 , 63 , 4300 , 48 , 830 , 4300
25 , 64 , 4300 , 48 , 200 , 4300
25 , 65 , 4300 , 49 , 1007 , 4300
25 , 66 , 4300 , 49 , 200 , 4300
25 , 67 , 4300 , 49 , 205 , 4300
25 , 68 , 4300 , 49 , 200 , 4300
25 , 69 , 4300 , 49 , 1146 , 4300
25 , 70 , 4300 , 49 , 1176 , 4300
25 , 71 , 4300 , 49 , 815 , 4300
25 , 72 , 4300 , 49 , 200 , 4300
25 , 73 , 4300 , 49 , 924 , 4300
25 , 74 , 4300 , 49 , 200 , 4300
25 , 75 , 4300 , 51 , 873 , 4300
25 , 76 , 4300 , 51 , 200 , 4300
25 , 77 , 4300 , 51 , 616 , 4300
25 , 78 , 4300 , 50 , 1846 , 4300
25 , 79 , 4300 , 50 , 1399 , 4300
25 , 80 , 4300 , 49 , 2350 , 4300
25 , 81 , 4300 , 49 , 2146 , 4300
25 , 82 , 4300 , 49 , 3040 , 4300
25 , 83 , 4300 , 50 , 2844 , 4300
25 , 84 , 4300 , 50 , 3002 , 4300
25 , 85 , 4300 , 50 , 2073 , 4300
25 , 86 , 4300 , 49 , 1964 , 4300
25 , 87 , 4300 , 49 , 3179 , 4300
25 , 88 , 4300 , 50 , 3878 , 4300
25 , 89 , 4300 , 49 , 4372 , 4300
26 , 0 , 4300 , 50 , 5699 , 4300
26 , 1 , 4300 , 49 , 4272 , 4300
26 , 2 , 4300 , 48 , 5710 , 4300
26 , 3 , 4300 , 47 , 4322 , 4300
26 , 4 , 4300 , 46 , 2825 , 4300
26 , 5 , 4300 , 46 , 2374 , 4300
26 , 6 , 4300 , 46 , 1536 , 4300
26 , 7 , 4300 , 46 , 1300 , 4300
26 , 8 , 4300 , 45 , 2348 , 4300
26 , 9 , 4300 , 46 , 2152 , 4300
26 , 10 , 4300 , 46 , 2925 , 4300
26 , 11 , 4300 , 46 , 3136 , 4300
26 , 12 , 4300 , 46 , 2407 , 4300
26 , 13 , 4300 , 45 , 3559 , 4300
26 , 14 , 4300 , 45 , 2093 , 4300
26 , 15 , 4300 , 46 , 1354 , 4300
26 , 16 , 4300 , 47 , 2702 , 4300
26 , 17 , 4300 , 48 , 3356 , 4300
26 , 18 , 4300 , 48 , 2681 , 4300
26 , 19 , 4300 , 48 , 1777 , 4300
26 , 20 , 4300 , 49 , 1153 , 4300
26 , 21 , 4300 , 49 , 200 , 4300
26 , 22 , 4300 , 48 , 984 , 4300
26 , 23 , 4300 , 48 , 704 , 4300
26 , 24 , 4300 , 48 , 200 , 4300
26 , 25 , 4300 , 44 , 1581 , 4300
26 , 26 , 4300 , 43 , 2664 , 4300
26 , 27 , 4300 , 43 , 2570 , 4300
26 , 28 , 4300 , 43 , 3125 , 4300
26 , 29 , 4300 , 43 , 3136 , 4300
26 , 30 , 4300 , 44 , 2349 , 4300
26 , 31 , 4300 , 43 , 3605 , 4300
26 , 32 , 4300 , 42 , 3812 , 4300
26 , 33 , 4300 , 43 , 4266 , 4300
26 , 34 , 4300 , 44 , 5639 , 4300
26 , 35 , 4300 , 44 , 4699 , 4300
26 , 36 , 4300 , 44 , 5177 , 4300
26 , 37 , 4300 , 43 , 3808 , 4300
26 , 38 , 4300 , 43 , 2461 , 4300
26 , 39 , 4300 , 43 , 3937 , 4300
26 , 40 , 4300 , 43 , 4592 , 4300
26 , 41 , 4300 , 43 , 3191 , 4300
26 , 42 , 4300 , 43 , 2678 , 4300
26 , 43 , 4300 , 43 , 1703 , 4300
26 , 44 , 4300 , 43 , 2817 , 4300
26 , 45 , 4300 , 43 , 1582 , 4300
26 , 46 , 4300 , 45 , 2670 , 4300
26 , 47 , 4300 , 44 , 4057 , 4300
26 , 48 , 4300 , 45 , 2659 , 4300
26 , 49 , 4300 , 46 , 3088 , 4300
26 , 50 , 4300 , 47 , 1921 , 4300
26 , 51 , 4300 , 48 , 3339 , 4300
26 , 52 , 4300 , 49 , 3790 , 4300
26 , 53 , 4300 , 50 , 3495 , 4300
26 , 54 , 4300 , 50 , 2291 , 4300
26 , 55 , 4300 , 49 , 2663 , 4300
26 , 56 , 4300 , 49 , 1242 , 4300
26 , 57 , 4300 , 50 , 1001 , 4300
26 , 58 , 4300 , 50 , 200 , 4300
26 , 59 , 4300 , 46 , 1517 , 4300
26 , 60 , 4300 , 46 , 1471 , 4300
26 , 61 , 4300 , 46 , 223 , 4300
26 , 62 , 4300 , 47 , 200 , 4300
26 , 63 , 4300 , 46 , 207 , 4300
26 , 64 , 4300 , 45 , 719 , 4300
26 , 65 , 4300 , 45 , 1399 , 4300
26 , 66 , 4300 , 45 , 200 , 4300
26 , 67 , 4300 , 44 , 765 , 4300
26 , 68 , 4300 , 44 , 268 , 4300
26 , 69 , 4300 , 44 , 200 , 4300
26 , 70 , 4300 , 40 , 737 , 4300
26 , 71 , 4300 , 41 , 1764 , 4300
26 , 72 , 4300 , 41 , 378 , 4300
26 , 73 , 4300 , 41 , 200 , 4300
26 , 74 , 4300 , 36 , 1574 , 4300
26 , 75 , 4300 , 36 , 890 , 4300
26 , 76 , 4300 , 37 , 995 , 4300
26 , 77 , 4300 , 37 , 260 , 4300
26 , 78 , 4300 , 37 , 200 , 4300
26 , 79 , 4300 , 35 , 741 , 4300
26 , 80 , 4300 , 34 , 1135 , 4300
26 , 81 , 4300 , 32 , 2195 , 4300
26 , 82 , 4300 , 32 , 1364 , 4300
26 , 83 , 4300 , 31 , 2071 , 4300
26 , 84 , 4300 , 31 , 1188 , 4300
26 , 85 , 4300 , 31 , 2440 , 4300
26 , 86 , 4300 , 31 , 3126 , 4300
26 , 87 , 4300 , 32 , 2023 , 4300
26 , 88 , 4300 , 32 , 1726 , 4300
26 , 89 , 4300 , 32 , 2817 , 4300
27 , 0 , 4300 , 31 , 3330 , 4300
27 , 1 , 4300 , 30 , 3445 , 4300
27 , 2 , 4300 , 31 , 3364 , 4300
27 , 3 , 4300 , 31 , 2903 , 4300
27 , 4 , 4300 , 31 , 1454 , 4300
27 , 5 , 4300 , 32 , 2062 , 4300
27 , 6 , 4300 , 33 , 3519 , 4300
27 , 7 , 4300 , 33 , 2272 , 4300
27 , 8 , 4300 , 33 , 2243 , 4300
27 , 9 , 4300 , 33 , 1241 , 4300
27 , 10 , 4300 , 33 , 408 , 4300
27 , 11 , 4300 , 35 , 705 , 4300
27 , 12 , 4300 , 35 , 2136 , 4300
27 , 13 , 4300 , 36 , 2346 , 4300
27 , 14 , 4300 , 37 , 3111 , 4300
27 , 15 , 4300 , 38 , 3126 , 4300
27 , 16 , 4300 , 38 , 4441 , 4300
27 , 17 , 4300 , 38 , 3645 , 4300
27 , 18 , 4300 , 39 , 2364 , 4300
27 , 19 , 4300 , 40 , 3532 , 4300
27 , 20 , 4300 , 39 , 4550 , 4300
27 , 21 , 4300 , 39 , 4713 , 4300
27 , 22 , 4300 , 39 , 4125 , 4300
27 , 23 , 4300 , 39 , 4076 , 4300
27 , 24 , 4300 , 39 , 3791 , 4300
27 , 25 , 4300 , 40 , 3413 , 4300
27 , 26 , 4300 , 40 , 2773 , 4300
27 , 27 , 4300 , 39 , 2716 , 4300
27 , 28 , 4300 , 39 , 3725 , 4300
27 , 29 , 4300 , 40 , 4362 , 4300
27 , 30 , 4300 , 39 , 3510 , 4300
27 , 31 , 4300 , 38 , 4967 , 4300
27 , 32 , 4300 , 37 , 3921 , 4300
27 , 33 , 4300 , 37 , 3223 , 4300
27 , 34 , 4300 , 37 , 2211 , 4300
27 , 35 , 4300 , 38 , 2278 , 4300
27 , 36 , 4300 , 38 , 2249 , 4300
27 , 37 , 4300 , 38 , 2216 , 4300
27 , 38 , 4300 , 37 , 3138 , 4300
27 , 39 , 4300 , 37 , 3516 , 4300
27 , 40 , 4300 , 37 , 2218 , 4300
27 , 41 , 4300 , 38 , 3513 , 4300
27 , 42 , 4300 , 38 , 2054 , 4300
27 , 43 , 4300 , 37 , 1208 , 4300
27 , 44 , 4300 , 37 , 200 , 4300
27 , 45 , 4300 , 34 , 629 , 4300
27 , 46 , 4300 , 33 , 1129 , 4300
27 , 47 , 4300 , 33 , 1280 , 4300
27 , 48 , 4300 , 32 , 2517 , 4300
27 , 49 , 4300 , 31 , 2854 , 4300
27 , 50 , 4300 , 32 , 3417 , 4300
27 , 51 , 4300 , 32 , 3723 , 4300
27 , 52 , 4300 , 33 , 2351 , 4300
27 , 53 , 4300 , 33 , 1828 , 4300
27 , 54 , 4300 , 33 , 1383 , 4300
27 , 55 , 4300 , 35 , 2486 , 4300
27 , 56 , 4300 , 35 , 1241 , 4300
27 , 57 , 4300 , 35 , 200 , 4300
27 , 58 , 4300 , 35 , 937 , 4300
27 , 59 , 4300 , 36 , 1301 , 4300
27 , 60 , 4300 , 36 , 270 , 4300
27 , 61 , 4300 , 36 , 200 , 4300
27 , 62 , 4300 , 30 , 1352 , 4300
27 , 63 , 4300 , 30 , 2698 , 4300
27 , 64 , 4300 , 29 , 2888 , 4300
27 , 65 , 4300 , 28 , 4013 , 4300
27 , 66 , 4300 , 28 , 5135 , 4300
27 , 67 , 4300 , 28 , 3811 , 4300
27 , 68 , 4300 , 27 , 4223 , 4300
27 , 69 , 4300 , 28 , 3491 , 4300
27 , 70 , 4300 , 28 , 2298 , 4300
27 , 71 , 4300 , 30 , 3586 , 4300
27 , 72 , 4300 , 29 , 4750 , 4300
27 , 73 , 4300 , 29 , 5053 , 4300
27 , 74 , 4300 , 28 , 4840 , 4300
27 , 75 , 4300 , 27 , 3686 , 4300
27 , 76 , 4300 , 27 , 4327 , 4300
27 , 77 , 4300 , 27 , 5406 , 4300
27 , 78 , 4300 , 26 , 5283 , 4300
27 , 79 , 4300 , 27 , 4788 , 4300
27 , 80 , 4300 , 27 , 4905 , 4300
27 , 81 , 4300 , 27 , 6314 , 4300
27 , 82 , 4300 , 28 , 6252 , 4300
27 , 83 , 4300 , 27 , 5975 , 4300
27 , 84 , 4300 , 27 , 5537 , 4300
27 , 85 , 4300 , 27 , 5005 , 4300
27 , 86 , 4300 , 27 , 4879 , 4300
27 , 87 , 4300 , 28 , 5208 , 4300
27 , 88 , 4300 , 28 , 4811 , 4300
27 , 89 , 4300 , 28 , 4099 , 4300
28 , 0 , 4300 , 28 , 4414 , 4300
28 , 1 , 4300 , 27 , 5651 , 4300
28 , 2 , 4300 , 27 , 4975 , 4300
28 , 3 , 4300 , 27 , 3651 , 4300
28 , 4 , 4300 , 27 , 4693 , 4300
28 , 5 , 4300 , 28 , 3484 , 4300
28 , 6 , 4300 , 28 , 2035 , 4300
28 , 7 , 4300 , 29 , 1929 , 4300
28 , 8 , 4300 , 29 , 1268 , 4300
28 , 9 , 4300 , 29 , 1316 , 4300
28 , 10 , 4300 , 29 , 2440 , 4300
28 , 11 , 4300 , 29 , 2417 , 4300
28 , 12 , 4300 , 29 , 1075 , 4300
28 , 13 , 4300 , 28 , 1160 , 4300
28 , 14 , 4300 , 28 , 1818 , 4300
28 , 15 , 4300 , 28 , 368 , 4300
28 , 16 , 4300 , 28 , 200 , 4300
28 , 17 , 4300 , 28 , 219 , 4300
28 , 18 , 4300 , 27 , 200 , 4300
28 , 19 , 4300 , 25 , 772 , 4300
28 , 20 , 4300 , 25 , 200 , 4300
28 , 21 , 4300 , 26 , 238 , 4300
28 , 22 , 4300 , 30 , 1524 , 4300
28 , 23 , 4300 , 31 , 2499 , 4300
28 , 24 , 4300 , 31 , 2211 , 4300
28 , 25 , 4300 , 32 , 3070 , 4300
28 , 26 , 4300 , 32 , 3899 , 4300
28 , 27 , 4300 , 31 , 2920 , 4300
28 , 28 , 4300 , 31 , 1955 , 4300
28 , 29 , 4300 , 31 , 1249 , 4300
28 , 30 , 4300 , 30 , 1363 , 4300
28 , 31 , 4300 , 30 , 893 , 4300
28 , 32 , 4300 , 30 , 525 , 4300
28 , 33 , 4300 , 30 , 1827 , 4300
28 , 34 , 4300 , 30 , 1905 , 4300
28 , 35 , 4300 , 30 , 2587 , 4300
28 , 36 , 4300 , 30 , 3892 , 4300
28 , 37 , 4300 , 29 , 4976 , 4300
28 , 38 , 4300 , 30 , 5969 , 4300
28 , 39 , 4300 , 30 , 5135 , 4300
28 , 40 , 4300 , 30 , 4634 , 4300
28 , 41 , 4300 , 30 , 4453 , 4300
28 , 42 , 4300 , 30 , 3467 , 4300
28 , 43 , 4300 , 30 , 4335 , 4300
28 , 44 , 4300 , 31 , 5113 , 4300
28 , 45 , 4300 , 31 , 3803 , 4300
28 , 46 , 4300 , 31 , 2714 , 4300
28 , 47 , 4300 , 30 , 2322 , 4300
28 , 48 , 4300 , 30 , 3237 , 4300
28 , 49 , 4300 , 31 , 4368 , 4300
28 , 50 , 4300 , 31 , 3397 , 4300
28 , 51 , 4300 , 31 , 2112 , 4300
28 , 52 , 4300 , 31 , 2713 , 4300
28 , 53 , 4300 , 32 , 2621 , 4300
28 , 54 , 4300 , 33 , 2658 , 4300
28 , 55 , 4300 , 33 , 1862 , 4300
28 , 56 , 4300 , 34 , 1643 , 4300
28 , 57 , 4300 , 34 , 536 , 4300
28 , 58 , 4300 , 35 , 1440 , 4300
28 , 59 , 4300 , 35 , 1348 , 4300
28 , 60 , 4300 , 34 , 2033 , 4300
28 , 61 , 4300 , 35 , 2939 , 4300
28 , 62 , 4300 , 36 , 3937 , 4300
28 , 63 , 4300 , 37 , 4400 , 4300
28 , 64 , 4300 , 37 , 5694 , 4300
28 , 65 , 4300 , 37 , 5036 , 4300
28 , 66 , 4300 , 37 , 4540 , 4300
28 , 67 , 4300 , 36 , 4313 , 4300
28 , 68 , 4300 , 35 , 5610 , 4300
28 , 69 , 4300 , 35 , 4395 , 4300
28 , 70 , 4300 , 35 , 5115 , 4300
28 , 71 , 4300 , 36 , 4678 , 4300
28 , 72 , 4300 , 36 , 5480 , 4300
28 , 73 , 4300 , 35 , 5456 , 4300
28 , 74 , 4300 , 35 , 5159 , 4300
28 , 75 , 4300 , 35 , 3970 , 4300
28 , 76 , 4300 , 35 , 2679 , 4300
28 , 77 , 4300 , 35 , 3946 , 4300
28 , 78 , 4300 , 36 , 3980 , 4300
28 , 79 , 4300 , 37 , 3855 , 4300
28 , 80 , 4300 , 37 , 3583 , 4300
28 , 81 , 4300 , 37 , 2427 , 4300
28 , 82 , 4300 , 36 , 1672 , 4300
28 , 83 , 4300 , 35 , 3087 , 4300
28 , 84 , 4300 , 35 , 2511 , 4300
28 , 85 , 4300 , 34 , 3168 , 4300
28 , 86 , 4300 , 35 , 4346 , 4300
28 , 87 , 4300 , 35 , 3280 , 4300
28 , 88 , 4300 , 36 , 3069 , 4300
28 , 89 , 4300 , 37 , 2961 , 4300
29 , 0 , 4300 , 36 , 3054 , 4300
29 , 1 , 4300 , 35 , 3527 , 4300
29 , 2 , 4300 , 34 , 3292 , 4300
29 , 3 , 4300 , 35 , 2617 , 4300
29 , 4 , 4300 , 36 , 3925 , 4300
29 , 5 , 4300 , 37 , 3988 , 4300
29 , 6 , 4300 , 38 , 4612 , 4300
29 , 7 , 4300 , 38 , 5910 , 4300
29 , 8 , 4300 , 38 , 5677 , 4300
29 , 9 , 4300 , 37 , 4707 , 4300
29 , 10 , 4300 , 36 , 4801 , 4300
29 , 11 , 4300 , 36 , 3415 , 4300
29 , 12 , 4300 , 35 , 2835 , 4300
29 , 13 , 4300 , 35 , 1453 , 4300
29 , 14 , 4300 , 36 , 1414 , 4300
29 , 15 , 4300 , 37 , 2355 , 4300
29 , 16 , 4300 , 37 , 1678 , 4300
29 , 17 , 4300 , 37 , 2297 , 4300
29 , 18 , 4300 , 36 , 2868 , 4300
29 , 19 , 4300 , 37 , 4284 , 4300
29 , 20 , 4300 , 38 , 4362 , 4300
29 , 21 , 4300 , 38 , 4164 , 4300
29 , 22 , 4300 , 39 , 4649 , 4300
29 , 23 , 4300 , 38 , 5055 , 4300
29 , 24 , 4300 , 38 , 3660 , 4300
29 , 25 , 4300 , 38 , 5136 , 4300
29 , 26 , 4300 , 37 , 3810 , 4300
29 , 27 , 4300 , 37 , 4324 , 4300
29 , 28 , 4300 , 36 , 2999 , 4300
29 , 29 , 4300 , 35 , 4286 , 4300
29 , 30 , 4300 , 35 , 3083 , 4300
29 , 31 , 4300 , 34 , 2919 , 4300
29 , 32 , 4300 , 34 , 2776 , 4300
29 , 33 , 4300 , 35 , 2712 , 4300
29 , 34 , 4300 , 35 , 3487 , 4300
29 , 35 , 4300 , 34 , 2616 , 4300
29 , 36 , 4300 , 34 , 1258 , 4300
29 , 37 , 4300 , 35 , 2440 , 4300
29 , 38 , 4300 , 34 , 2146 , 4300
29 , 39 , 4300 , 34 , 2448 , 4300
29 , 40 , 4300 , 34 , 3894 , 4300
29 , 41 , 4300 , 35 , 4477 , 4300
29 , 42 , 4300 , 35 , 3923 , 4300
29 , 43 , 4300 , 34 , 5149 , 4300
29 , 44 , 4300 , 34 , 3716 , 4300
29 , 45 , 4300 , 33 , 3947 , 4300
29 , 46 , 4300 , 33 , 3125 , 4300
29 , 47 , 4300 , 32 , 4348 , 4300
29 , 48 , 4300 , 33 , 4419 , 4300
29 , 49 , 4300 , 34 , 4833 , 4300
29 , 50 , 4300 , 35 , 5381 , 4300
29 , 51 , 4300 , 35 , 4294 , 4300
29 , 52 , 4300 , 36 , 5011 , 4300
29 , 53 , 4300 , 36 , 3696 , 4300
29 , 54 , 4300 , 36 , 4809 , 4300
29 , 55 , 4300 , 35 , 5373 , 4300
29 , 56 , 4300 , 35 , 4015 , 4300
29 , 57 , 4300 , 34 , 5120 , 4300
29 , 58 , 4300 , 34 , 5050 , 4300
29 , 59 , 4300 , 34 , 4423 , 4300
29 , 60 , 4300 , 34 , 3201 , 4300
29 , 61 , 4300 , 35 , 3962 , 4300
29 , 62 , 4300 , 34 , 3381 , 4300
29 , 63 , 4300 , 33 , 3703 , 4300
29 , 64 , 4300 , 33 , 4368 , 4300
29 , 65 , 4300 , 33 , 3551 , 4300
29 , 66 , 4300 , 33 , 4287 , 4300
29 , 67 , 4300 , 33 , 5730 , 4300
29 , 68 , 4300 , 34 , 5118 , 4300
29 , 69 , 4300 , 35 , 4791 , 4300
29 , 70 , 4300 , 36 , 3639 , 4300
29 , 71 , 4300 , 37 , 2435 , 4300
29 , 72 , 4300 , 38 , 3379 , 4300
29 , 73 , 4300 , 38 , 3918 , 4300
29 , 74 , 4300 , 39 , 5329 , 4300
29 , 75 , 4300 , 39 , 3913 , 4300
29 , 76 , 4300 , 39 , 2694 , 4300
29 , 77 , 4300 , 39 , 1432 , 4300
29 , 78 , 4300 , 40 , 2363 , 4300
29 , 79 , 4300 , 41 , 2034 , 4300
29 , 80 , 4300 , 41 , 626 , 4300
29 , 81 , 4300 , 41 , 200 , 4300
29 , 82 , 4300 , 40 , 1019 , 4300
29 , 83 , 4300 , 41 , 999 , 4300
29 , 84 , 4300 , 40 , 2043 , 4300
29 , 85 , 4300 , 40 , 2585 , 4300
29 , 86 , 4300 , 41 , 4050 , 4300
29 , 87 , 4300 , 42 , 4485 , 4300
29 , 88 , 4300 , 42 , 5156 , 4300
29 , 89 , 4300 , 42 , 4422 , 4300
30 , 0 , 4300 , 42 , 3768 , 4300
30 , 1 , 4300 , 42 , 2620 , 4300
30 , 2 , 4300 , 42 , 3449 , 4300
30 , 3 , 4300 , 42 , 3729 , 4300
30 , 4 , 4300 , 42 , 3088 , 4300
30 , 5 , 4300 , 42 , 2618 , 4300
30 , 6 , 4300 , 43 , 2125 , 4300
30 , 7 , 4300 , 43 , 2121 , 4300
30 , 8 , 4300 , 42 , 2605 , 4300
30 , 9 , 4300 , 42 , 3912 , 4300
30 , 10 , 4300 , 42 , 2995 , 4300
30 , 11 , 4300 , 42 , 3483 , 4300
30 , 12 , 4300 , 42 , 2225 , 4300
30 , 13 , 4300 , 41 , 2798 , 4300
30 , 14 , 4300 , 41 , 1499 , 4300
30 , 15 , 4300 , 42 , 2459 , 4300
30 , 16 , 4300 , 41 , 2239 , 4300
30 , 17 , 4300 , 40 , 2610 , 4300
30 , 18 , 4300 , 41 , 2577 , 4300
30 , 19 , 4300 , 41 , 1087 , 4300
30 , 20 , 4300 , 41 , 2476 , 4300
30 , 21 , 4300 , 41 , 2250 , 4300
30 , 22 , 4300 , 41 , 879 , 4300
30 , 23 , 4300 , 43 , 1927 , 4300
30 , 24 , 4300 , 42 , 1096 , 4300
30 , 25 , 4300 , 42 , 276 , 4300
30 , 26 , 4300 , 43 , 1036 , 4300
30 , 27 , 4300 , 43 , 200 , 4300
30 , 28 , 4300 , 45 , 1135 , 4300
30 , 29 , 4300 , 45 , 200 , 4300
30 , 30 , 4300 , 43 , 653 , 4300
30 , 31 , 4300 , 43 , 380 , 4300
30 , 32 , 4300 , 44 , 1443 , 4300
30 , 33 , 4300 , 44 , 1665 , 4300
30 , 34 , 4300 , 44 , 290 , 4300
30 , 35 , 4300 , 41 , 1134 , 4300
30 , 36 , 4300 , 41 , 716 , 4300
30 , 37 , 4300 , 41 , 200 , 4300
30 , 38 , 4300 , 34 , 1658 , 4300
30 , 39 , 4300 , 34 , 2054 , 4300
30 , 40 , 4300 , 35 , 2874 , 4300
30 , 41 , 4300 , 35 , 3286 , 4300
30 , 42 , 4300 , 35 , 1869 , 4300
30 , 43 , 4300 , 35 , 1800 , 4300
30 , 44 , 4300 , 35 , 2557 , 4300
30 , 45 , 4300 , 34 , 2974 , 4300
30 , 46 , 4300 , 33 , 3860 , 4300
30 , 47 , 4300 , 33 , 4550 , 4300
30 , 48 , 4300 , 34 , 4498 , 4300
30 , 49 , 4300 , 33 , 5510 , 4300
30 , 50 , 4300 , 33 , 5198 , 4300
30 , 51 , 4300 , 33 , 4743 , 4300
30 , 52 , 4300 , 34 , 4227 , 4300
30 , 53 , 4300 , 33 , 5639 , 4300
30 , 54 , 4300 , 32 , 4974 , 4300
30 , 55 , 4300 , 33 , 5261 , 4300
30 , 56 , 4300 , 34 , 4462 , 4300
30 , 57 , 4300 , 34 , 5937 , 4300
30 , 58 , 4300 , 34 , 4437 , 4300
30 , 59 , 4300 , 34 , 3425 , 4300
30 , 60 , 4300 , 35 , 2336 , 4300
30 , 61 , 4300 , 35 , 1729 , 4300
30 , 62 , 4300 , 33 , 2891 , 4300
30 , 63 , 4300 , 34 , 3057 , 4300
30 , 64 , 4300 , 35 , 3866 , 4300
30 , 65 , 4300 , 35 , 3076 , 4300
30 , 66 , 4300 , 35 , 3456 , 4300
30 , 67 , 4300 , 36 , 3718 , 4300
30 , 68 , 4300 , 37 , 4042 , 4300
30 , 69 , 4300 , 36 , 3742 , 4300
30 , 70 , 4300 , 37 , 3303 , 4300
30 , 71 , 4300 , 38 , 4756 , 4300
30 , 72 , 4300 , 38 , 5803 , 4300
30 , 73 , 4300 , 39 , 5629 , 4300
30 , 74 , 4300 , 39 , 5004 , 4300
30 , 75 , 4300 , 39 , 4409 , 4300
30 , 76 , 4300 , 38 , 3701 , 4300
30 , 77 , 4300 , 38 , 4480 , 4300
30 , 78 , 4300 , 38 , 2986 , 4300
30 , 79 , 4300 , 38 , 2805 , 4300
30 , 80 , 4300 , 38 , 1637 , 4300
30 , 81 , 4300 , 38 , 200 , 4300
30 , 82 , 4300 , 34 , 1266 , 4300
30 , 83 , 4300 , 35 , 2671 , 4300
30 , 84 , 4300 , 36 , 3185 , 4300
30 , 85 , 4300 , 36 , 3120 , 4300
30 , 86 , 4300 , 37 , 2523 , 4300
30 , 87 , 4300 , 37 , 3633 , 4300
30 , 88 , 4300 , 37 , 4246 , 4300
30 , 89 , 4300 , 38 , 4716 , 4300
31 , 0 , 4300 , 38 , 4104 , 4300
31 , 1 , 4300 , 38 , 5222 , 4300
31 , 2 , 4300 , 38 , 4921 , 4300
31 , 3 , 4300 , 37 , 4343 , 4300
31 , 4 , 4300 , 37 , 2890 , 4300
31 , 5 , 4300 , 38 , 4071 , 4300
31 , 6 , 4300 , 38 , 4220 , 4300
31 , 7 , 4300 , 39 , 5578 , 4300
31 , 8 , 4300 , 39 , 4179 , 4300
31 , 9 , 4300 , 39 , 2704 , 4300
31 , 10 , 4300 , 38 , 3803 , 4300
31 , 11 , 4300 , 37 , 4869 , 4300
31 , 12 , 4300 , 37 , 5200 , 4300
31 , 13 , 4300 , 37 , 3816 , 4300
31 , 14 , 4300 , 36 , 2761 , 4300
31 , 15 , 4300 , 37 , 2583 , 4300
31 , 16 , 4300 , 37 , 3374 , 4300
31 , 17 , 4300 , 38 , 2398 , 4300
31 , 18 , 4300 , 38 , 1508 , 4300
31 , 19 , 4300 , 38 , 998 , 4300
31 , 20 , 4300 , 39 , 2150 , 4300
31 , 21 , 4300 , 38 , 2219 , 4300
31 , 22 , 4300 , 38 , 880 , 4300
31 , 23 , 4300 , 37 , 994 , 4300
31 , 24 , 4300 , 37 , 1536 , 4300
31 , 25 , 4300 , 37 , 2150 , 4300
31 , 26 , 4300 , 37 , 746 , 4300
31 , 27 , 4300 , 37 , 200 , 4300
31 , 28 , 4300 , 38 , 927 , 4300
31 , 29 , 4300 , 38 , 200 , 4300
31 , 30 , 4300 , 41 , 1516 , 4300
